tank_id,dmg,frg,spo,def,win,battles,type,tier,tag
57121,1115.573,0.803,1.248,0.899,51.673,12091728,mediumTank,8,A63_M46_Patton_KR
57169,835.067,1.006,1.011,0.838,53.071,5189285,mediumTank,6,GB95_Ekins_Firefly_M4A4
57361,723.396,0.934,1.029,1.189,52.927,22513044,mediumTank,6,G77_PzIV_Schmalturm
57377,1106.131,0.776,1.312,0.778,50.782,97403001,mediumTank,8,A111_T25_Pilot
57425,1501.406,0.992,1.009,0.640,53.146,10707732,mediumTank,8,GB97_Chimera
57617,907.394,0.983,1.324,1.055,53.271,31821497,mediumTank,7,G78_Panther_M10
57633,690.588,0.692,2.720,0.777,51.773,41501,lightTank,7,A112_T71E2
57681,912.799,1.122,0.795,1.017,53.488,12704279,AT-SPG,6,GB96_Excalibur
57889,760.319,0.649,2.968,0.774,51.698,10179882,lightTank,8,A99_T92_LT
57937,2249.690,1.018,1.391,0.496,52.535,28206784,heavyTank,10,GB98_T95_FV4201_Chieftain
58113,860.737,1.104,1.317,0.817,54.475,119635444,mediumTank,6,R108_T34_85M
58369,1946.017,0.864,1.491,0.496,50.074,34540354,heavyTank,10,R110_Object_260
58449,807.801,0.635,2.990,0.727,51.529,1741883,lightTank,8,GB101_FV1066_Senlac
58625,1296.526,0.952,0.418,0.650,50.900,107198,AT-SPG,8,R111_ISU130
58641,2057.276,0.949,0.985,0.397,51.781,12693220,heavyTank,10,G92_VK7201
58657,1284.296,0.764,1.221,0.466,52.166,47500704,heavyTank,8,A115_Chrysler_K_GF
58705,967.701,0.664,3.037,0.824,53.560,2485065,lightTank,9,GB103_GSOR3301_AVR_FS
58881,1250.654,0.808,1.037,0.621,52.502,12985966,heavyTank,8,R113_Object_730
58913,1197.629,0.786,1.234,0.694,52.542,24242704,heavyTank,8,A117_T26E5
58961,1267.862,0.720,3.077,0.704,51.831,10382434,lightTank,10,GB100_Manticore
59137,1110.092,1.042,1.079,0.724,54.341,32840227,heavyTank,7,R71_IS_2B
59169,1201.897,0.776,1.234,0.669,52.266,35420182,heavyTank,8,A117_T26E5_Patriot
59217,796.204,0.948,0.860,0.536,54.159,2823,heavyTank,6,GB105_Black_Prince_2019
59393,782.429,1.012,1.455,0.932,54.425,39331650,mediumTank,6,R117_T34_85_Rudy
59425,1232.573,0.735,0.841,0.537,51.492,9959417,heavyTank,8,A13_T34_hvy_BF
59473,810.959,0.634,2.598,0.808,52.342,4636864,lightTank,8,GB102_LHMTV
59649,1038.010,1.108,0.591,0.827,52.877,13610665,AT-SPG,7,R116_ISU122C_Berlin
59665,336.820,1.219,1.314,1.136,55.515,1581559,mediumTank,3,G100_Gtraktor_Krupp
59681,751.860,0.963,1.197,0.866,54.598,6493421,mediumTank,6,A118_M4_Thunderbolt
59729,626.889,0.653,2.446,0.904,52.973,1734425,lightTank,7,GB104_GSR_3301_Setter
59905,1129.290,0.831,1.257,0.758,51.819,96114527,mediumTank,8,R112_T54_45
59937,1006.503,0.957,1.163,0.758,55.303,1806052,mediumTank,7,A121_M26_Cologne
59985,1350.169,0.948,0.588,0.620,53.326,4904697,AT-SPG,8,GB99_Turtle_Mk1
60161,931.348,1.103,1.086,0.775,56.399,632439,heavyTank,6,R114_Object_244
60177,1103.980,0.806,1.073,0.902,50.631,29373868,mediumTank,8,G106_PzKpfwPanther_AusfF
60193,1296.227,0.786,1.247,0.458,52.674,1542277,heavyTank,8,A115_Chrysler_K
60225,1334.817,0.994,1.774,0.751,51.603,177342084,mediumTank,8,F116_Bat_Chatillon_Bourrasque
60241,636.832,0.992,0.785,1.025,55.095,4947145,mediumTank,5,GB37_Valliant
60417,1393.532,0.983,0.914,0.484,53.177,59043068,heavyTank,8,R115_IS-3_auto
60433,239.008,1.192,1.783,1.556,57.503,1303111,lightTank,2,G108_PzKpfwII_AusfD
60449,1437.277,1.004,0.732,0.559,53.482,86976484,AT-SPG,8,A122_TS-5
60465,1625.459,0.798,0.840,0.441,51.749,413513,heavyTank,9,Ch45_WZ_114
60481,1768.038,1.100,1.306,0.784,51.503,107809619,mediumTank,9,F114_Projet_4_1
60689,539.549,1.093,0.625,1.480,53.299,17335638,AT-SPG,5,G104_Stug_IV
60721,1391.339,0.845,1.353,0.303,52.803,3222,heavyTank,8,Ch46_113_140
60737,810.949,1.008,1.342,0.830,54.668,8411218,mediumTank,6,F113_Bretagne_Panther
60929,341.433,1.017,1.718,0.940,54.494,50325776,lightTank,3,R105_BT_7A
60945,1543.947,0.941,1.397,0.736,51.407,111162315,mediumTank,9,G105_T-55_NVA_DDR
60977,2155.903,1.109,0.442,0.388,54.769,4586,AT-SPG,10,Ch44_114_SP2
60993,882.171,1.036,1.180,0.868,53.794,5673354,mediumTank,6,F85_M4A1_FL10
61217,975.718,1.157,1.009,0.958,54.583,11961793,AT-SPG,6,A123_T78
61249,681.447,1.161,0.858,1.056,53.643,112238611,AT-SPG,5,F112_M10_RBFM
61441,507.301,1.238,1.100,1.040,56.483,15787878,mediumTank,4,R118_T28_F30
61457,522.216,0.932,1.286,0.965,54.722,926091,mediumTank,5,G107_PzKpfwIII_AusfK
61473,1095.294,0.906,1.082,0.637,54.271,7711812,heavyTank,7,A126_PzVI_Tiger_II_capt
61505,770.116,0.700,3.088,0.869,52.566,103300050,lightTank,8,F97_ELC_EVEN_90
61697,1812.768,0.964,1.560,0.757,52.039,4092913,mediumTank,10,R120_T22SR_A22
61713,1023.071,0.987,0.565,1.041,52.303,17290565,AT-SPG,7,G109_Steyr_WT
61729,1683.251,0.832,1.116,0.460,51.527,68961967,heavyTank,9,A125_AEP_1
61761,1371.247,0.948,0.633,0.752,51.228,30517714,AT-SPG,8,F89_Canon_dassaut_de_105
61953,1164.932,0.876,1.447,0.770,51.787,19323453,mediumTank,8,R122_T44_100
61969,1167.258,0.940,0.828,1.299,50.328,255117,AT-SPG,8,G112_KanonenJagdPanzer
61985,1445.080,0.912,1.154,0.550,52.832,55230121,heavyTank,8,A124_T54E2
62001,808.929,0.653,2.657,0.699,51.615,1219309,lightTank,8,Ch42_WalkerBulldog_M41D
62017,1235.756,0.750,0.983,0.561,52.302,43601552,heavyTank,8,F74_AMX_M4_1949_Liberte
62209,1207.511,0.824,0.728,0.821,54.846,6994,AT-SPG,8,R121_KV4_KTT
62241,1191.952,0.822,1.255,0.672,51.264,5044749,mediumTank,8,A127_TL_1_LPC
62273,1445.823,1.031,0.710,0.578,52.091,55409673,heavyTank,8,F84_Somua_SM
62481,1454.133,0.997,0.481,0.588,51.481,42609262,AT-SPG,8,G114_Skorpian
62497,976.858,0.931,1.028,0.893,54.038,106749502,AT-SPG,7,A130_Super_Hellcat
62513,1978.182,0.887,1.376,0.468,50.918,25238,heavyTank,10,Ch22_113_Beijing_Opera
62529,1302.025,0.962,1.039,0.692,50.782,102593678,mediumTank,8,F19_Lorraine40t
62753,1986.150,1.011,1.486,0.564,53.601,7660255,heavyTank,9,A128_concept_1b
62785,1236.308,0.755,1.004,0.556,52.386,42282997,heavyTank,8,F74_AMX_M4_1949
62977,1209.229,0.887,1.509,0.732,51.857,100698661,mediumTank,8,R127_T44_100_P
62993,1074.311,0.935,1.076,0.854,54.293,7929495,heavyTank,7,G118_VK4503
63041,1216.606,0.835,0.825,0.659,50.784,99378579,mediumTank,8,F73_M4A1_Revalorise
63233,1290.596,0.756,0.956,0.553,52.136,1195302,heavyTank,8,R128_KV4_Kreslavskiy
63249,545.662,0.991,1.088,1.061,54.660,2625631,mediumTank,5,G116_Turan_III_prot
63281,1384.156,1.035,0.774,0.687,52.239,106910869,AT-SPG,8,Ch39_WZ120_1G_FT
63297,720.638,0.789,2.574,0.804,52.223,26803178,lightTank,7,F69_AMX13_57_100_GrandFinal
63505,277.980,0.746,1.068,1.335,53.371,864914,lightTank,3,G117_Toldi_III
63537,1902.266,0.951,1.300,0.640,50.938,16021552,mediumTank,10,Ch25_121_mod_1971B
63553,1095.700,0.810,1.406,0.991,50.658,130383932,mediumTank,8,F68_AMX_Chasseur_de_char_46
63761,1120.974,0.811,1.247,0.889,51.139,56681,mediumTank,8,G119_Panzer58
63793,1052.308,0.802,1.280,0.907,51.894,3014541,mediumTank,8,Ch26_59_Patton
63809,771.420,0.869,2.889,0.830,53.094,27887570,lightTank,7,F69_AMX13_57_100
64017,811.625,0.636,2.582,0.604,50.886,3656794,lightTank,8,G120_M41_90
64049,1179.951,0.899,1.324,0.731,50.772,63936461,mediumTank,8,Ch14_T34_3
64065,1193.234,0.893,1.340,1.057,50.880,99759670,heavyTank,8,F65_FCM_50t
64273,1110.294,0.797,1.233,0.898,51.591,32877802,mediumTank,8,G119_Pz58_Mutz
64561,1250.153,0.875,1.321,0.602,52.699,50060261,heavyTank,8,Ch23_112
64769,891.198,1.126,0.754,0.475,54.697,12529892,heavyTank,6,R152_KV2_W
64817,581.213,0.789,2.659,0.787,52.348,149863454,lightTank,6,Ch24_Type64
65073,1303.057,0.859,1.326,0.470,52.225,7309360,heavyTank,8,Ch03_WZ_111_A
65329,1406.313,0.901,0.975,0.621,51.929,30761202,mediumTank,8,Ch43_WZ_122_2
